content,score,at
Tidak dapat menjawab / menerima telepon dari kurir dari aplikasi halodoc. Dari notifikasi ada tulisan driver memanggil di tap jawab tidak ada perubahan apapun. Masuk ke aplikasi juga tidak bisa menjawab telepon. Mudah mudahan di update versi berikutnya akan ada opsi chat langsung dengan driver tanpa lewat SMS (lewat aplikasi halodoc. Pembeli harus diarahkan ke SMS terlebih dahulu untuk bisa mendapatkan nomor driver. Ini cukup repot. Untuk voucher cukup menarik,4,2025-10-01 19:14:33
mantaap,5,2025-10-01 14:27:26
"dokter nya baik ramah, tpi sayang waktunya cuma 30menit padahal tanya jawab dlam chat membutuhkan waktu yg lama jadi tidak sempat/ belum selesai sama sekali tapi udah off karna batas waktu, kurang puas sih konsul d halodoc",2,2025-10-01 13:23:24
pelayanan & pengiriman sangat cepat.. Tks,5,2025-10-01 09:06:32
"chat dengan dokter dibalas cepat, penjelasannya juga mudah dipahami.",5,2025-09-30 16:29:57
"doktrrnya lama, gagal konsultasi tp dana ga refund",1,2025-09-30 15:12:29
top,5,2025-09-30 15:01:05
"sudah konsultasi dan diresepkan obat, tapi saat mau dibayar baik melalui dana, shopeepay, dan gopay, tidak bisa terbuka dan tidak bisa dilanjutkan, tolong diperbaiki segera",2,2025-09-30 14:47:57
"Puji Tuhan 😇 obat yang selama ini gak ketemu di hampir semua apotik, sampai harus menggantinya dgn obat lain. Ternyata ada di Halodoc dan bisa dikirim instan. terimakasih",5,2025-09-30 13:56:40
mudah dan aman. praktiss langsung dapat resep. ga perlu jauh² ke faskes,5,2025-09-30 09:33:24
cepet respon dan pelayanan nya bagus bgttt,5,2025-09-30 09:08:56
bagus banged,5,2025-09-30 06:59:00
bagus,5,2025-09-30 03:37:22
"dokternya sangat cepat dalam merespon, terimakasih dokter Ambar Aliwardani terimakasih juga Halodoc",5,2025-09-30 03:22:43
"terimakasih mempermudah konsultasi,ga harus antri,biasanya klo k dr sp anak antri bgt",5,2025-09-30 02:17:43
jelas penjelasannya,5,2025-09-29 23:04:09
"sangat membantu sekali dengan adanya aplikasi halodoc ini karena bisa mempermudah konsultasi langsung jika tiba-tiba sedang sakit, dan obat nya bisa langsung dikirim ke rumah ataupun ke kantor. dokter untuk konsultasi juga banyak sehingga bisa memilih sesuai yang dibutuhkan",5,2025-09-29 17:59:09
sangat sangat sangat puas👍,5,2025-09-29 15:07:08
Oke,4,2025-09-29 14:25:20
"selalu konsultasi di sini, dan sudah lebih dari 5 kali dan baguss sekali Alhamdulillah",4,2025-09-29 13:32:25
"Lama sekali pengirimannya, beli obat sekarang dikirimnya lusa. Buat apa obatnya dibeli melalui aplikasi klo tidak memberikan kemudahan.",1,2025-09-29 11:39:51
tks atas bantuannya. saat ini semakin mudah untuk kebutuhan kesehatan. dan mudah melakukan konsultasu & juga pemesanan obat,5,2025-09-29 11:30:05
"proses cepat, tidak perlu repot-repot",5,2025-09-29 07:48:38
sangat membantu,5,2025-09-29 06:54:31
respon cepat dan obat resep cocok,5,2025-09-29 04:10:33
mantap,5,2025-09-29 02:36:49
ok,5,2025-09-29 02:35:37
ramah,5,2025-09-29 02:02:25
"Dokternya tanpa konfirmasi lagi langung tutup konsultasi. padahal saya ditanya hasil pemeriksaan yang lalu, dan saya tinggal dulu halodocnya untuk cari hasil tes. pas buka halodocnya lagi sudah ditutup sesi konsulnya. percuma dong saya sudah bayar konsul tapi ditutup konsulnya sepihak. MERUGIKAN INI NAMA-NYA. Si dokter mah enak nerima duit dari pendaftaran kita konsul ke dia. Tapi kita juga yang dirugikan sama si dokter. Padahal kalian kerja, gak punya empati banget si kerja.",1,2025-09-28 13:57:46
"bertemu dengan psikologi klinis terbaik, terimakasih!!!",5,2025-09-28 13:28:57
maksi bngtt yg udh nyiapin halodoc jd membantu apa lagi saya introvert,5,2025-09-28 13:26:33
respon bagus,5,2025-09-28 13:01:36
Alhamdulillah semakin mudah Konsul dengan para dokter,5,2025-09-28 13:00:47
"terimakasih, sangat membantu sekali",5,2025-09-28 12:13:59
resep nya mantal,5,2025-09-28 10:24:54
mantap dokternya ramah²,5,2025-09-28 09:41:24
sangat membanty,4,2025-09-28 09:10:45
"akhir"" ini kenapa untuk pengguna asuransi tidak bisa akses dokter spesialis secara free ya?",4,2025-09-28 04:54:39
Hati hati kurirnya sering gak jelass di aplikasinya katanya udah sampe tapi barangnya gak ada kan tol**,1,2025-09-28 02:41:50
tidak bisa refund dan melakukan konsultasi ulang ketika telat konsultasi dengan dokter 👎🏾 kebijakan terms & privacy merugikan pihak konsumen.,1,2025-09-28 01:40:41
cepat tanggapan dokternya,5,2025-09-28 00:28:14
cepat dan mudah,5,2025-09-27 23:46:45
bagus cepat pelayanan nya,5,2025-09-27 15:36:59
"dokternya ramah,cepat respon",5,2025-09-27 15:35:49
sangat membantu dan mudah bagi pengguna,5,2025-09-27 13:31:10
"ini saya first time pakai, tapi kenapa ya lemot sekali? padahal jaringan oke aja dan dokternya kenapa lama sekali dalam membalas? sampai sekarang belum dibalas padahal sudah payment, tolong solusi nya walaupun dapat diskon tapi tetap saja uang.",2,2025-09-27 11:33:13
"Konsultasinya ringkas, dan respon yang sesuai terhadap keluhan yg sdh di sampaikan",5,2025-09-27 10:29:58
gimana ini dokter tidak merespon tapi saldo saya hilang!!,1,2025-09-27 08:31:02
dokter ramah dan fast respon,5,2025-09-27 08:25:50
untuk penebusan obat loading terus,4,2025-09-27 07:21:58
terimakasih,5,2025-09-27 07:02:01
Memudahkan dan sangat membantu,5,2025-09-27 06:54:19
ok,5,2025-09-27 05:54:23
helpfull,5,2025-09-27 04:55:41
memudahkan,5,2025-09-27 04:47:19
"layanan konsultasi sangat membantu, namun layanan pengiriman obat sangat tidak memuaskan, beberapa kali melakukan pemesanan, semuanya tiba melewati jauh dari waktu yang ditentukan. pengecekan status dan keberadaan pesanan juga sering error dan tidak bisa diakses",4,2025-09-27 04:11:20
"niat konsul sama psikolog malah pusing karna file hasil diagnosisnya g ada, pas di download 0mb jadi filenya kosong gabisa di buka, gimana saya tau hasil diagnosisnya",5,2025-09-27 00:23:32
sekarang aplikasi halodoc kenapa tidak bisa dipercaya. saya sudah bayar tp tidak bisa konsultasi kedokter.,1,2025-09-26 14:11:28
"konsultasi dokter sp jantung, dr risky setiawan, cukup informatif",5,2025-09-26 14:10:16
"pake haloskin, yg pertama udah bayar pas masuk kechat tiba2 chat berakhir tanpa sebab. terus hari ini coba lagi, udh nyambung tp dokternya slow respon banget sampe sesi berakhir gak dapet apa2. 2x uang melayang.",2,2025-09-26 12:51:01
mempermudah ketika sakit dimanapun dan kapan pun,5,2025-09-26 11:29:02
mantap dokternya,5,2025-09-26 06:12:13
memuaskan,5,2025-09-26 05:30:58
baik,5,2025-09-26 02:28:11
mantab,5,2025-09-26 01:21:57
sangat membantu dalam kondisi mendesak,5,2025-09-26 01:14:06
Cepat dan tanggap,5,2025-09-26 00:46:27
"akurat, cepat, efisien",4,2025-09-26 00:39:38
aplikasi sinyal kencang buka lama bngt,2,2025-09-26 00:32:43
lumayan,5,2025-09-25 23:25:29
ada dokter standby 24 jam.. kkeren banget. dokter sabar dan pilihan banyak,5,2025-09-25 19:30:59
Berguna untuk anak kos,5,2025-09-25 14:27:56
sangat membantu excellent,5,2025-09-25 12:11:14
Sangat membantu,5,2025-09-25 12:08:11
cukup praktis dan membantu untuk diagnosa awal,5,2025-09-25 11:42:40
mantap respon cepat,5,2025-09-25 11:27:36
ok banget,5,2025-09-25 11:11:34
kok di iklan nya gratis pas saya coba malah di suruh bayar padahal lagi kondisi yang buruk,1,2025-09-25 10:59:03
cepat,5,2025-09-25 10:25:59
dokternya baik. responsif. makasih dokter,5,2025-09-25 09:32:07
terima kasih cukup membantu,5,2025-09-25 08:53:24
respon dokter terhadap keluhan pasiennya sangat lambat. saya kecewa sama dokter² khususnya yg ada di haloskin. sangat lambat merespon bahkan ada yg tidak merespon sama sekali. sudaj bayar tpi gaada percakapam dengan dokter untuk apa? kembalikan uang saya! sudah beberapa kali saya coba masih sama.,1,2025-09-25 06:27:08
terbaik,5,2025-09-25 04:43:30
respon cepat,4,2025-09-25 04:05:27
selalu puas dengan pelayanannya,5,2025-09-25 01:43:17
mantap gan lanjutkan,5,2025-09-25 00:42:10
cukup membantu,5,2025-09-24 23:50:39
dlu bagus2 ga ngcewain skrg buruuukkk performanya .lain kali kalo ga mampu ambil driver terdekat n tercepat dr ruma pasien ya ada lah tmbol cancel utk pasien. ini anak sy da muntah uda belasan kali tp gada tombol cancel saya tnggu lam kaisan anak. lain kalo ada empati laj. jgn mikir cuan aja.. emang smua orang serba berlebih bsa beli obat dobel dobel apa. rating satuuuuuu buat kaliaan..,1,2025-09-24 14:51:42
"sangat membantu bagi yang punya permasalahan kulit, saya sembuh karena selalu konsul dihalodoc udah dipantau dokter juga jadi aman dibawah pengawasan dokter",5,2025-09-24 14:02:03
terbaik,5,2025-09-24 13:18:33
"fast respon dan ingo yang disanpaikan sangat jelas,",5,2025-09-24 11:35:35
mantap,5,2025-09-24 11:34:30
"dokter online tapi pas konsultasi gak ada jawaban, mana udah bayar.... haddeeeeh🤬😡",1,2025-09-24 08:20:56
"setelah komplain masalah transaksi yang berhasil namun pesanan gagal, langsung diatasi pihak CS dan dana sudah dikembalikan sesuai nominalnya.",5,2025-09-24 07:56:23
bagus,5,2025-09-24 07:08:53
cepat dan mudah.,5,2025-09-24 06:11:50
bagus cepat,5,2025-09-24 06:08:20
dr nya memberi penjelasan yg rinci,5,2025-09-24 03:29:26
Psikolog viral istri gitaris Zendhy Kusuma bernama Evi Santi Rahayu kalo makan bareng suami di resto jangan lupa bayar. Masa udah viral baru mau bayar 🤭,5,2025-09-23 15:31:38
"sangat membantu buat saya, Krena di daerah saya tidak ada dokter kulit ada jga jauh",5,2025-09-23 13:04:30
"bagus, pelayanan dan pengiriman obat nya cepat 😁",4,2025-09-23 11:28:44
sangat memuaskan,5,2025-09-23 05:57:13
Sangat membantu dalam keadaan sakit,5,2025-09-23 05:11:07
good,5,2025-09-23 03:32:14
konsultasi dimana saja dan kapan saja,5,2025-09-22 15:44:40
uang hilang dokter sibuk 70rb melayang. apk komtol,1,2025-09-22 14:26:19
Mantap,5,2025-09-22 12:02:38
sangat berguna sekalii,5,2025-09-22 10:32:01
"Alhamdulillah bisa konsultasi dengan dokter, dan membantu mengatasi masalah kesehatan , mental dan yang lainnya. terimakasih halodoc🤍",5,2025-09-22 10:12:03
"gimana ya paket saya hilang gaada tindak lanjutnya, mana gabisa di lacak resinya",5,2025-09-22 09:48:35
Bagus,5,2025-09-22 07:32:13
puas banget konsultasi di apk ini bintang 5 deh,5,2025-09-22 05:57:40
mudah,5,2025-09-22 03:50:41
sangat puas konsutasi di halo doc .. dokternya ramah penjelasnnya juga sangat jelas .. terimakasih,5,2025-09-22 03:31:27
"easy simple & helpful. improvement to chat with camera is also good. although not every condition can be explained or shown by words n camera, but as first help, this apps is very good. the medicine shop feature also very good. they also able to link with your insurance but limited for insurance that already have agreement with this apps. but it still good and simple. so overall, this one kind of super helpful apps.",5,2025-09-22 01:23:07
mempermudah untuk konsultasi dengan semua spesialis dokter,5,2025-09-22 00:00:26
mudah dan lengkao,5,2025-09-21 22:19:05
"Halo doc sangat bagus, sangat menolong sy sekali utk konsultasi dgn dokter dan mendapatkan solusi terbaik dgn resep dokter, sampai pngiriman obat mnmenggunakan gosend gojek. Terimakasih banyak halo doc yaa 🙏🙏❤️❤️",5,2025-09-21 15:33:19
bagus pelayanan nya cepat,5,2025-09-21 15:23:44
pesanan obat hampir seminggu gak sampe. gabisa dibatalkan dan uang gak kembali. 220rb lenyap. payahhh!!!!!,1,2025-09-21 14:05:35
baij semakin maju,5,2025-09-21 13:57:36
oke,5,2025-09-21 13:50:24
bagus sekali,5,2025-09-21 12:58:08
"konsultasi mudah , cepat responnya, akurat👍👍👍👍",5,2025-09-21 11:00:10
"saya chat dokter jam 5 pagi, sampe jam 17:24 obat blm sampai dan status masih driver ditugaskan, sudah tanya by email dan chat driver gak di bales, mohon tambahkan chat admin supaya jika ada kendala gak bingung kl mau tanya. tujuan halodoc supaya bisa dapet obat cepet ini malah lama bgt",2,2025-09-21 10:26:50
"so far so good. cuman yaa, ini kan by chat konsulnya.. alangkah lebih baiknya ditambahkan durasi untuk konsul (opsional) misalnya jika sesi sdh berakhir, bisa extend kurang lebih 10 menit lg tentunya dengan xtra charge mungkin 5-10rb. kadang sinyal susah atau belum selesai untuk konsulnya. mungkin ini jadi masukan dari sisi service aplikasi untuk pelanggan yaa!. makasi halodoc",4,2025-09-21 09:03:58
bagus,5,2025-09-21 08:41:42
sangat mangfaat,5,2025-09-21 07:25:16
okeeee,5,2025-09-21 07:25:02
sangat membantu dan memuaskan,5,2025-09-21 06:35:57
Oke banget,5,2025-09-21 05:36:55
ok,5,2025-09-21 04:36:15
goodjob,5,2025-09-21 04:17:18
respon nya pake chat gpt,1,2025-09-21 02:31:15
bagus dokternya ramah2,4,2025-09-20 14:05:08
pengalaman terbaik,5,2025-09-20 12:34:14
"tidak menerima evoucher, saya sudah membeli barang di toko halo doc dan tertulis gratis evoucher senilai 25k tapi saya tidak mendapatkan evoucher tersebut",1,2025-09-20 12:30:35
Penjelasannya detail dan pelayanannya baik.,5,2025-09-20 10:24:54
"sangat praktis gk perlu antri lagi di rs ,the best",5,2025-09-20 05:32:52
solusi cepat dan tepat,5,2025-09-19 16:49:52
membantu,5,2025-09-19 09:45:17
memudahkan,5,2025-09-19 09:13:14
bagus dan membantu,5,2025-09-19 07:40:07
"dokter nya geblek twolol apa males mikir ,penting terima cuan aja ya.. konsultasi di kasih resep ada yg buat alergi, si dokter malah bilang cari klinik yg lain saja disini ada nya resep itu... kalo di lihat profil dah 15 tahun .. mungkin dah tua otak nya konslet..heh dokter geblek mending pensiun aja..mang anjixxxx",1,2025-09-19 06:46:35
sangat membantu di kondisi darurat karena dokternya fast respon,5,2025-09-19 06:08:20
"sangat bagus dan terbantu, dokter nya aktif dan ramah",5,2025-09-19 04:53:23
good excellent sangat membantu,5,2025-09-19 04:37:27
Sangat amat membantu💯🥰,5,2025-09-19 04:32:20
sangat membantu,5,2025-09-19 01:25:18
mudah dan praktis,5,2025-09-19 00:19:15
sangat membantu,5,2025-09-18 23:07:51
good banget,3,2025-09-18 17:59:16
proses Cepet kurir luar biasa tepat waktu Trimakasih,4,2025-09-18 09:26:21
"puas dg jawabannya,,semoga ankku segera membaik dn mau mkan lhap aminn",5,2025-09-18 07:09:21
"Pelayanan cht respon nya lamaa, keburu memakan waktu yg udh di tentukan udh hbis duluan, tolong ya hrs lebih di perhatiin lagii cara pelayanan cht nya",1,2025-09-18 06:03:17
gampang Konsul dan pesan obat,5,2025-09-18 04:16:31
sangat membantu,5,2025-09-18 03:40:14
"sangat membantu dikala waktu sempit. ada kejadian pembatalan obat tp duitnya langsung kembali ke dana. sangat efektif dan sangat efisien, pengembalian dananya pun ga ribet ataupun bertele-tele langsung kembali ke akun kita yg terhubung.",5,2025-09-18 02:54:27
good,5,2025-09-18 02:20:19
bagus,5,2025-09-17 15:57:32
mudah penggunaan aplikasinya,5,2025-09-17 15:50:36
penanganan cepat,5,2025-09-17 14:52:45
membutuhkan jaringan yang cukup stabil sehingga di wilayah yang terbatas akses jaringannya memakan waktu yang cukup lama untuk proses konsultasi,4,2025-09-17 14:12:39
dokternya sangat ramah,5,2025-09-17 12:47:56
"chat saya masih belum di bales oleh dokter tp sudah di akhir i, sia sia bayar nya",1,2025-09-17 10:41:34
dokternya enak kasih penjelaaan,5,2025-09-17 09:30:20
"nggak rekomendasi sama sekali,, pilih an pengiriman nya nggak jelas,nggak bisa pilih di apotik terdekat,pilih reguler malah nggak nyampe udah 4 hari😮‍💨😮‍💨tolong di perbaiki sistemnya kecewa banget jujur aku kira membantu ternyata nggak",1,2025-09-17 08:09:21
jarang,5,2025-09-17 07:37:56
lumayan bisa di andalkan.namun masih perlu di benahi lagi.lebih baik lagi.,4,2025-09-17 07:28:13
mudah dan respon cepat,5,2025-09-17 06:37:27
bagus fast respon,5,2025-09-17 05:27:20
halodoc terus tingkatkan kualitas yang terbaik,5,2025-09-17 03:00:44
"sangat berguna dan membantu sekali buat masyarakat, terutama sy yg gapunya kendaraan buat ke apotek yg jauh banget dri rumah, pesanan cepat sampai dan sesuai, respon dokter cepat tanggap, terimakasih halodoc🫶",5,2025-09-17 01:27:39
membantu. terima kasih,5,2025-09-17 00:21:05
"Sangat memudahkan kita kalau perlu konsultasi dengan dokter, mendapatkan obat resep sesuai dengan aturan, serta mendapatkan surat istirahat. Terima kasih.",5,2025-09-16 23:20:35
fast respon,5,2025-09-16 11:33:26
komunikatif ramah tan alhamdulillah cocok,5,2025-09-16 11:07:56
"cukup membantu, rekanan apoteknya saja di tambah",5,2025-09-16 08:39:18
mempermudah dan mempercepat,5,2025-09-16 08:01:16
Dr. Anton Supono ( Dokter kandungan) Dokter yang sangat komunikatif dan informatif..the best,5,2025-09-16 07:26:33
"Aplikasinya sangat mudah digunakan, dokter juga fast respon",5,2025-09-16 02:56:34
aplikasi yang sangat membantu,5,2025-09-16 02:34:41
"Aplikasi nge frezze terus , mesti di hapus data baru bisa dibuka lagi , padahal dulu lancar , mohon di update bug nya.",5,2025-09-15 16:44:49
kerennn,5,2025-09-15 16:39:21
sangat membantu,5,2025-09-15 12:44:32
setiap dokter nya rata rata ramah dan cepet tanggap,5,2025-09-15 11:18:17
konsultasi dgn dokter lebih cepat dan mudah,5,2025-09-15 08:11:30
"benerin bugs lokasi pengiriman nya, jadi bikin ribut antara pemesan dan kurir ojol, karena lokasi pengiriman yang ada di driver berbeda dengan alamat pengiriman",1,2025-09-15 05:35:06
ok,5,2025-09-15 05:33:41
good lahh,5,2025-09-15 02:35:41
sangat cepat pelayanannya,5,2025-09-15 01:04:07
respon dokter yg baik dan cepet,5,2025-09-14 15:03:42
dokternya cepat tanggap,5,2025-09-14 11:24:26
"aplikasi sangat mudah di gunakan ,konsultasi dengan dokter yang sangat berpengalaman di bidangnya , terimakasih halodoc",5,2025-09-14 07:24:28
sangat membantu,5,2025-09-14 06:56:08
keren,5,2025-09-14 05:36:42
dokternya ramah dan sabar menjawab pertanyaan pasien,5,2025-09-14 04:28:51
"dokter nya pengertian bngt plis.. kalian kalo takut untuk konsultasi secara langsung ,,bisa di halodoc aja beda nya cumn antara secara tatap muka dann secara online.. pake halodoc yaa guys.. apapun masalah nya ,halodoc solusinya😉😉",5,2025-09-14 03:39:04
"sangat membantu,,semoga obat dari dokter spesialis langsung cocok dan anak sy tidak kambuh lgi gatal"" nya",5,2025-09-14 03:15:51
"sangat memuaskan, SGT terbantu dgn adanya halodoc, g ush DTG ke RS tapi udh bisa konsultasi.lebih puas konsultasi lwt ini dibanding DTG ke RS.cuma kelemahnya untuk obt suka nunggu 3 HR...",5,2025-09-14 01:38:14
"aplikasi ini sebenarnya sangat membantu saya untuk konsultasi dengan mudah dan praktis. dokter² nya pun juga memberi saran dengan informatif, hal yang perlu di tingkatkan lagi adalah metode pembayaran. semoga kedepan nya lebih mudah lagi dengan menambahkan metode pembayaran melalui transfer bank",4,2025-09-14 00:35:20
respon para dokter cepat,5,2025-09-13 23:36:22
Bagus n keren,5,2025-09-13 17:02:39
alhamdulillah cukup puas,5,2025-09-13 08:56:40
dokter fajriansyah the best,5,2025-09-13 08:27:44
sangat terbantu dengan konsultasi dari rumah,5,2025-09-13 05:38:24
👍,5,2025-09-13 03:37:46
bagus banget waktu urgen,5,2025-09-12 20:04:11
"sangat puas, dokternya memberi penjelasan soal penyakit dan obat yang mau diberikan dengat sangat baik dan ramah.",5,2025-09-12 16:37:20
oke bagus,5,2025-09-12 16:28:56
sangat membantu .jika membutuhkan segera,5,2025-09-12 15:35:16
sangat membantu sekali aplikasi ini,5,2025-09-12 14:28:08
saya serasih berobat disini,5,2025-09-12 13:57:50
sangat membantu,5,2025-09-12 10:44:53
respon dokter nya cepat,5,2025-09-12 10:42:13
Membantu sekali,5,2025-09-12 10:23:07
mudah,5,2025-09-12 09:00:47
