content,score,at,sentiment
"konsultasi dengan dokter terbaik, kalau butuh cek lab juga bisa homecare, sangat membantu",5,2025-10-03 09:02:05,positif
sangat membantu apalagi untuk orang yang tidak bisa bepergian jauh,5,2025-10-03 07:45:37,positif
terimakasih halodok😘👍,5,2025-10-03 06:36:54,positif
besttt banget,5,2025-10-03 03:26:48,positif
terimakasih sudah sangat membantu saya,5,2025-10-03 03:09:16,positif
misal ditambah fitur pick up obat di apotek terdekat app ini akan sangat² membantu,5,2025-10-03 02:56:47,positif
"cepat sekali penanganan dokter ,dan juga pemesanan obat nya.",5,2025-10-03 01:38:21,positif
Alhamdulillah pesanan diantar cepat. pelayanan memuaskan. terima kasih,5,2025-10-02 23:01:49,positif
"waktu kolsulnya tambahin please, kalo deket-deket waktu habis bikin geregetan padahal masi ada yg mau di tanyaaaa😭😭 jadi buru² minta reseppnyaa😭👊",5,2025-10-02 16:40:25,positif
dokter ramah,5,2025-10-02 15:18:49,positif
"sangat membantu sekali,tidak perlu datang ke RS / klinik",5,2025-10-02 13:21:47,positif
"sangat sangat mmbntu dalam keadaan sedang sakit dirumah lemas lesuh,tnggal konsul ke halodoc👍",5,2025-10-02 10:29:38,positif
PAYAH.,1,2025-10-02 08:15:09,negatif
"Cukup membantu, apalagi bisa connect/ terhubung dengan Asuransiku, berobat jadi lebih mudah, cuma kita hanya bisa bercerita melalui chat saja, tidak diperiksa secara langsung",5,2025-10-02 05:06:55,positif
sangat membantu sekali..terimakasih halodoc,5,2025-10-02 03:00:40,positif
mantap,5,2025-10-02 00:55:12,positif
Tidak dapat menjawab / menerima telepon dari kurir dari aplikasi halodoc. Dari notifikasi ada tulisan driver memanggil di tap jawab tidak ada perubahan apapun. Masuk ke aplikasi juga tidak bisa menjawab telepon. Mudah mudahan di update versi berikutnya akan ada opsi chat langsung dengan driver tanpa lewat SMS (lewat aplikasi halodoc. Pembeli harus diarahkan ke SMS terlebih dahulu untuk bisa mendapatkan nomor driver. Ini cukup repot. Untuk voucher cukup menarik,4,2025-10-01 19:14:33,positif
mantaap,5,2025-10-01 14:27:26,positif
"dokter nya baik ramah, tpi sayang waktunya cuma 30menit padahal tanya jawab dlam chat membutuhkan waktu yg lama jadi tidak sempat/ belum selesai sama sekali tapi udah off karna batas waktu, kurang puas sih konsul d halodoc",2,2025-10-01 13:23:24,negatif
pelayanan & pengiriman sangat cepat.. Tks,5,2025-10-01 09:06:32,positif
"chat dengan dokter dibalas cepat, penjelasannya juga mudah dipahami.",5,2025-09-30 16:29:57,positif
"doktrrnya lama, gagal konsultasi tp dana ga refund",1,2025-09-30 15:12:29,negatif
top,5,2025-09-30 15:01:05,positif
"sudah konsultasi dan diresepkan obat, tapi saat mau dibayar baik melalui dana, shopeepay, dan gopay, tidak bisa terbuka dan tidak bisa dilanjutkan, tolong diperbaiki segera",2,2025-09-30 14:47:57,negatif
"Puji Tuhan 😇 obat yang selama ini gak ketemu di hampir semua apotik, sampai harus menggantinya dgn obat lain. Ternyata ada di Halodoc dan bisa dikirim instan. terimakasih",5,2025-09-30 13:56:40,positif
mudah dan aman. praktiss langsung dapat resep. ga perlu jauh² ke faskes,5,2025-09-30 09:33:24,positif
cepet respon dan pelayanan nya bagus bgttt,5,2025-09-30 09:08:56,positif
bagus banged,5,2025-09-30 06:59:00,positif
bagus,5,2025-09-30 03:37:22,positif
"dokternya sangat cepat dalam merespon, terimakasih dokter Ambar Aliwardani terimakasih juga Halodoc",5,2025-09-30 03:22:43,positif
"terimakasih mempermudah konsultasi,ga harus antri,biasanya klo k dr sp anak antri bgt",5,2025-09-30 02:17:43,positif
jelas penjelasannya,5,2025-09-29 23:04:09,positif
"sangat membantu sekali dengan adanya aplikasi halodoc ini karena bisa mempermudah konsultasi langsung jika tiba-tiba sedang sakit, dan obat nya bisa langsung dikirim ke rumah ataupun ke kantor. dokter untuk konsultasi juga banyak sehingga bisa memilih sesuai yang dibutuhkan",5,2025-09-29 17:59:09,positif
sangat sangat sangat puas👍,5,2025-09-29 15:07:08,positif
Oke,4,2025-09-29 14:25:20,positif
"selalu konsultasi di sini, dan sudah lebih dari 5 kali dan baguss sekali Alhamdulillah",4,2025-09-29 13:32:25,positif
"Lama sekali pengirimannya, beli obat sekarang dikirimnya lusa. Buat apa obatnya dibeli melalui aplikasi klo tidak memberikan kemudahan.",1,2025-09-29 11:39:51,negatif
tks atas bantuannya. saat ini semakin mudah untuk kebutuhan kesehatan. dan mudah melakukan konsultasu & juga pemesanan obat,5,2025-09-29 11:30:05,positif
"proses cepat, tidak perlu repot-repot",5,2025-09-29 07:48:38,positif
sangat membantu,5,2025-09-29 06:54:31,positif
respon cepat dan obat resep cocok,5,2025-09-29 04:10:33,positif
mantap,5,2025-09-29 02:36:49,positif
ok,5,2025-09-29 02:35:37,positif
ramah,5,2025-09-29 02:02:25,positif
"Dokternya tanpa konfirmasi lagi langung tutup konsultasi. padahal saya ditanya hasil pemeriksaan yang lalu, dan saya tinggal dulu halodocnya untuk cari hasil tes. pas buka halodocnya lagi sudah ditutup sesi konsulnya. percuma dong saya sudah bayar konsul tapi ditutup konsulnya sepihak. MERUGIKAN INI NAMA-NYA. Si dokter mah enak nerima duit dari pendaftaran kita konsul ke dia. Tapi kita juga yang dirugikan sama si dokter. Padahal kalian kerja, gak punya empati banget si kerja.",1,2025-09-28 13:57:46,negatif
"bertemu dengan psikologi klinis terbaik, terimakasih!!!",5,2025-09-28 13:28:57,positif
maksi bngtt yg udh nyiapin halodoc jd membantu apa lagi saya introvert,5,2025-09-28 13:26:33,positif
respon bagus,5,2025-09-28 13:01:36,positif
Alhamdulillah semakin mudah Konsul dengan para dokter,5,2025-09-28 13:00:47,positif
"terimakasih, sangat membantu sekali",5,2025-09-28 12:13:59,positif
resep nya mantal,5,2025-09-28 10:24:54,positif
mantap dokternya ramah²,5,2025-09-28 09:41:24,positif
sangat membanty,4,2025-09-28 09:10:45,positif
"akhir"" ini kenapa untuk pengguna asuransi tidak bisa akses dokter spesialis secara free ya?",4,2025-09-28 04:54:39,positif
Hati hati kurirnya sering gak jelass di aplikasinya katanya udah sampe tapi barangnya gak ada kan tol**,1,2025-09-28 02:41:50,negatif
tidak bisa refund dan melakukan konsultasi ulang ketika telat konsultasi dengan dokter 👎🏾 kebijakan terms & privacy merugikan pihak konsumen.,1,2025-09-28 01:40:41,negatif
cepat tanggapan dokternya,5,2025-09-28 00:28:14,positif
cepat dan mudah,5,2025-09-27 23:46:45,positif
bagus cepat pelayanan nya,5,2025-09-27 15:36:59,positif
"dokternya ramah,cepat respon",5,2025-09-27 15:35:49,positif
sangat membantu dan mudah bagi pengguna,5,2025-09-27 13:31:10,positif
"ini saya first time pakai, tapi kenapa ya lemot sekali? padahal jaringan oke aja dan dokternya kenapa lama sekali dalam membalas? sampai sekarang belum dibalas padahal sudah payment, tolong solusi nya walaupun dapat diskon tapi tetap saja uang.",2,2025-09-27 11:33:13,negatif
"Konsultasinya ringkas, dan respon yang sesuai terhadap keluhan yg sdh di sampaikan",5,2025-09-27 10:29:58,positif
gimana ini dokter tidak merespon tapi saldo saya hilang!!,1,2025-09-27 08:31:02,negatif
dokter ramah dan fast respon,5,2025-09-27 08:25:50,positif
untuk penebusan obat loading terus,4,2025-09-27 07:21:58,positif
terimakasih,5,2025-09-27 07:02:01,positif
Memudahkan dan sangat membantu,5,2025-09-27 06:54:19,positif
ok,5,2025-09-27 05:54:23,positif
helpfull,5,2025-09-27 04:55:41,positif
memudahkan,5,2025-09-27 04:47:19,positif
"layanan konsultasi sangat membantu, namun layanan pengiriman obat sangat tidak memuaskan, beberapa kali melakukan pemesanan, semuanya tiba melewati jauh dari waktu yang ditentukan. pengecekan status dan keberadaan pesanan juga sering error dan tidak bisa diakses",4,2025-09-27 04:11:20,positif
"niat konsul sama psikolog malah pusing karna file hasil diagnosisnya g ada, pas di download 0mb jadi filenya kosong gabisa di buka, gimana saya tau hasil diagnosisnya",5,2025-09-27 00:23:32,positif
sekarang aplikasi halodoc kenapa tidak bisa dipercaya. saya sudah bayar tp tidak bisa konsultasi kedokter.,1,2025-09-26 14:11:28,negatif
"konsultasi dokter sp jantung, dr risky setiawan, cukup informatif",5,2025-09-26 14:10:16,positif
"pake haloskin, yg pertama udah bayar pas masuk kechat tiba2 chat berakhir tanpa sebab. terus hari ini coba lagi, udh nyambung tp dokternya slow respon banget sampe sesi berakhir gak dapet apa2. 2x uang melayang.",2,2025-09-26 12:51:01,negatif
mempermudah ketika sakit dimanapun dan kapan pun,5,2025-09-26 11:29:02,positif
mantap dokternya,5,2025-09-26 06:12:13,positif
memuaskan,5,2025-09-26 05:30:58,positif
baik,5,2025-09-26 02:28:11,positif
mantab,5,2025-09-26 01:21:57,positif
sangat membantu dalam kondisi mendesak,5,2025-09-26 01:14:06,positif
Cepat dan tanggap,5,2025-09-26 00:46:27,positif
"akurat, cepat, efisien",4,2025-09-26 00:39:38,positif
aplikasi sinyal kencang buka lama bngt,2,2025-09-26 00:32:43,negatif
lumayan,5,2025-09-25 23:25:29,positif
ada dokter standby 24 jam.. kkeren banget. dokter sabar dan pilihan banyak,5,2025-09-25 19:30:59,positif
Berguna untuk anak kos,5,2025-09-25 14:27:56,positif
sangat membantu excellent,5,2025-09-25 12:11:14,positif
Sangat membantu,5,2025-09-25 12:08:11,positif
cukup praktis dan membantu untuk diagnosa awal,5,2025-09-25 11:42:40,positif
mantap respon cepat,5,2025-09-25 11:27:36,positif
ok banget,5,2025-09-25 11:11:34,positif
kok di iklan nya gratis pas saya coba malah di suruh bayar padahal lagi kondisi yang buruk,1,2025-09-25 10:59:03,negatif
cepat,5,2025-09-25 10:25:59,positif
dokternya baik. responsif. makasih dokter,5,2025-09-25 09:32:07,positif
terima kasih cukup membantu,5,2025-09-25 08:53:24,positif
respon dokter terhadap keluhan pasiennya sangat lambat. saya kecewa sama dokter² khususnya yg ada di haloskin. sangat lambat merespon bahkan ada yg tidak merespon sama sekali. sudaj bayar tpi gaada percakapam dengan dokter untuk apa? kembalikan uang saya! sudah beberapa kali saya coba masih sama.,1,2025-09-25 06:27:08,negatif
terbaik,5,2025-09-25 04:43:30,positif
respon cepat,4,2025-09-25 04:05:27,positif
selalu puas dengan pelayanannya,5,2025-09-25 01:43:17,positif
mantap gan lanjutkan,5,2025-09-25 00:42:10,positif
cukup membantu,5,2025-09-24 23:50:39,positif
dlu bagus2 ga ngcewain skrg buruuukkk performanya .lain kali kalo ga mampu ambil driver terdekat n tercepat dr ruma pasien ya ada lah tmbol cancel utk pasien. ini anak sy da muntah uda belasan kali tp gada tombol cancel saya tnggu lam kaisan anak. lain kalo ada empati laj. jgn mikir cuan aja.. emang smua orang serba berlebih bsa beli obat dobel dobel apa. rating satuuuuuu buat kaliaan..,1,2025-09-24 14:51:42,negatif
"sangat membantu bagi yang punya permasalahan kulit, saya sembuh karena selalu konsul dihalodoc udah dipantau dokter juga jadi aman dibawah pengawasan dokter",5,2025-09-24 14:02:03,positif
terbaik,5,2025-09-24 13:18:33,positif
"fast respon dan ingo yang disanpaikan sangat jelas,",5,2025-09-24 11:35:35,positif
mantap,5,2025-09-24 11:34:30,positif
"dokter online tapi pas konsultasi gak ada jawaban, mana udah bayar.... haddeeeeh🤬😡",1,2025-09-24 08:20:56,negatif
"setelah komplain masalah transaksi yang berhasil namun pesanan gagal, langsung diatasi pihak CS dan dana sudah dikembalikan sesuai nominalnya.",5,2025-09-24 07:56:23,positif
bagus,5,2025-09-24 07:08:53,positif
cepat dan mudah.,5,2025-09-24 06:11:50,positif
bagus cepat,5,2025-09-24 06:08:20,positif
dr nya memberi penjelasan yg rinci,5,2025-09-24 03:29:26,positif
Psikolog viral istri gitaris Zendhy Kusuma bernama Evi Santi Rahayu kalo makan bareng suami di resto jangan lupa bayar. Masa udah viral baru mau bayar 🤭,5,2025-09-23 15:31:38,positif
"sangat membantu buat saya, Krena di daerah saya tidak ada dokter kulit ada jga jauh",5,2025-09-23 13:04:30,positif
"bagus, pelayanan dan pengiriman obat nya cepat 😁",4,2025-09-23 11:28:44,positif
sangat memuaskan,5,2025-09-23 05:57:13,positif
Sangat membantu dalam keadaan sakit,5,2025-09-23 05:11:07,positif
good,5,2025-09-23 03:32:14,positif
konsultasi dimana saja dan kapan saja,5,2025-09-22 15:44:40,positif
uang hilang dokter sibuk 70rb melayang. apk komtol,1,2025-09-22 14:26:19,negatif
Mantap,5,2025-09-22 12:02:38,positif
sangat berguna sekalii,5,2025-09-22 10:32:01,positif
"Alhamdulillah bisa konsultasi dengan dokter, dan membantu mengatasi masalah kesehatan , mental dan yang lainnya. terimakasih halodoc🤍",5,2025-09-22 10:12:03,positif
"gimana ya paket saya hilang gaada tindak lanjutnya, mana gabisa di lacak resinya",5,2025-09-22 09:48:35,positif
Bagus,5,2025-09-22 07:32:13,positif
puas banget konsultasi di apk ini bintang 5 deh,5,2025-09-22 05:57:40,positif
mudah,5,2025-09-22 03:50:41,positif
sangat puas konsutasi di halo doc .. dokternya ramah penjelasnnya juga sangat jelas .. terimakasih,5,2025-09-22 03:31:27,positif
"easy simple & helpful. improvement to chat with camera is also good. although not every condition can be explained or shown by words n camera, but as first help, this apps is very good. the medicine shop feature also very good. they also able to link with your insurance but limited for insurance that already have agreement with this apps. but it still good and simple. so overall, this one kind of super helpful apps.",5,2025-09-22 01:23:07,positif
mempermudah untuk konsultasi dengan semua spesialis dokter,5,2025-09-22 00:00:26,positif
mudah dan lengkao,5,2025-09-21 22:19:05,positif
"Halo doc sangat bagus, sangat menolong sy sekali utk konsultasi dgn dokter dan mendapatkan solusi terbaik dgn resep dokter, sampai pngiriman obat mnmenggunakan gosend gojek. Terimakasih banyak halo doc yaa 🙏🙏❤️❤️",5,2025-09-21 15:33:19,positif
bagus pelayanan nya cepat,5,2025-09-21 15:23:44,positif
pesanan obat hampir seminggu gak sampe. gabisa dibatalkan dan uang gak kembali. 220rb lenyap. payahhh!!!!!,1,2025-09-21 14:05:35,negatif
baij semakin maju,5,2025-09-21 13:57:36,positif
oke,5,2025-09-21 13:50:24,positif
bagus sekali,5,2025-09-21 12:58:08,positif
"konsultasi mudah , cepat responnya, akurat👍👍👍👍",5,2025-09-21 11:00:10,positif
"saya chat dokter jam 5 pagi, sampe jam 17:24 obat blm sampai dan status masih driver ditugaskan, sudah tanya by email dan chat driver gak di bales, mohon tambahkan chat admin supaya jika ada kendala gak bingung kl mau tanya. tujuan halodoc supaya bisa dapet obat cepet ini malah lama bgt",2,2025-09-21 10:26:50,negatif
"so far so good. cuman yaa, ini kan by chat konsulnya.. alangkah lebih baiknya ditambahkan durasi untuk konsul (opsional) misalnya jika sesi sdh berakhir, bisa extend kurang lebih 10 menit lg tentunya dengan xtra charge mungkin 5-10rb. kadang sinyal susah atau belum selesai untuk konsulnya. mungkin ini jadi masukan dari sisi service aplikasi untuk pelanggan yaa!. makasi halodoc",4,2025-09-21 09:03:58,positif
bagus,5,2025-09-21 08:41:42,positif
sangat mangfaat,5,2025-09-21 07:25:16,positif
okeeee,5,2025-09-21 07:25:02,positif
sangat membantu dan memuaskan,5,2025-09-21 06:35:57,positif
Oke banget,5,2025-09-21 05:36:55,positif
ok,5,2025-09-21 04:36:15,positif
goodjob,5,2025-09-21 04:17:18,positif
respon nya pake chat gpt,1,2025-09-21 02:31:15,negatif
bagus dokternya ramah2,4,2025-09-20 14:05:08,positif
pengalaman terbaik,5,2025-09-20 12:34:14,positif
"tidak menerima evoucher, saya sudah membeli barang di toko halo doc dan tertulis gratis evoucher senilai 25k tapi saya tidak mendapatkan evoucher tersebut",1,2025-09-20 12:30:35,negatif
Penjelasannya detail dan pelayanannya baik.,5,2025-09-20 10:24:54,positif
"sangat praktis gk perlu antri lagi di rs ,the best",5,2025-09-20 05:32:52,positif
solusi cepat dan tepat,5,2025-09-19 16:49:52,positif
membantu,5,2025-09-19 09:45:17,positif
memudahkan,5,2025-09-19 09:13:14,positif
bagus dan membantu,5,2025-09-19 07:40:07,positif
"dokter nya geblek twolol apa males mikir ,penting terima cuan aja ya.. konsultasi di kasih resep ada yg buat alergi, si dokter malah bilang cari klinik yg lain saja disini ada nya resep itu... kalo di lihat profil dah 15 tahun .. mungkin dah tua otak nya konslet..heh dokter geblek mending pensiun aja..mang anjixxxx",1,2025-09-19 06:46:35,negatif
sangat membantu di kondisi darurat karena dokternya fast respon,5,2025-09-19 06:08:20,positif
"sangat bagus dan terbantu, dokter nya aktif dan ramah",5,2025-09-19 04:53:23,positif
good excellent sangat membantu,5,2025-09-19 04:37:27,positif
Sangat amat membantu💯🥰,5,2025-09-19 04:32:20,positif
sangat membantu,5,2025-09-19 01:25:18,positif
mudah dan praktis,5,2025-09-19 00:19:15,positif
sangat membantu,5,2025-09-18 23:07:51,positif
good banget,3,2025-09-18 17:59:16,netral
proses Cepet kurir luar biasa tepat waktu Trimakasih,4,2025-09-18 09:26:21,positif
"puas dg jawabannya,,semoga ankku segera membaik dn mau mkan lhap aminn",5,2025-09-18 07:09:21,positif
"Pelayanan cht respon nya lamaa, keburu memakan waktu yg udh di tentukan udh hbis duluan, tolong ya hrs lebih di perhatiin lagii cara pelayanan cht nya",1,2025-09-18 06:03:17,negatif
gampang Konsul dan pesan obat,5,2025-09-18 04:16:31,positif
sangat membantu,5,2025-09-18 03:40:14,positif
"sangat membantu dikala waktu sempit. ada kejadian pembatalan obat tp duitnya langsung kembali ke dana. sangat efektif dan sangat efisien, pengembalian dananya pun ga ribet ataupun bertele-tele langsung kembali ke akun kita yg terhubung.",5,2025-09-18 02:54:27,positif
good,5,2025-09-18 02:20:19,positif
bagus,5,2025-09-17 15:57:32,positif
mudah penggunaan aplikasinya,5,2025-09-17 15:50:36,positif
penanganan cepat,5,2025-09-17 14:52:45,positif
membutuhkan jaringan yang cukup stabil sehingga di wilayah yang terbatas akses jaringannya memakan waktu yang cukup lama untuk proses konsultasi,4,2025-09-17 14:12:39,positif
dokternya sangat ramah,5,2025-09-17 12:47:56,positif
"chat saya masih belum di bales oleh dokter tp sudah di akhir i, sia sia bayar nya",1,2025-09-17 10:41:34,negatif
dokternya enak kasih penjelaaan,5,2025-09-17 09:30:20,positif
"nggak rekomendasi sama sekali,, pilih an pengiriman nya nggak jelas,nggak bisa pilih di apotik terdekat,pilih reguler malah nggak nyampe udah 4 hari😮‍💨😮‍💨tolong di perbaiki sistemnya kecewa banget jujur aku kira membantu ternyata nggak",1,2025-09-17 08:09:21,negatif
jarang,5,2025-09-17 07:37:56,positif
lumayan bisa di andalkan.namun masih perlu di benahi lagi.lebih baik lagi.,4,2025-09-17 07:28:13,positif
mudah dan respon cepat,5,2025-09-17 06:37:27,positif
